,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date
19406,27,3431,7/21/17,True,Approved,Trek Bicycles,Standard,medium,medium,499.53,US$ 388.72,36334.0
11585,10,3111,7/21/17,True,Approved,WeareA2B,Touring,medium,medium,1466.68,US$ 363.25,39298.0
11975,79,1036,7/21/17,False,Approved,Norco Bicycles,Standard,medium,medium,1555.58,US$ 818.01,41533.0
15821,67,3183,7/21/17,True,Approved,Norco Bicycles,Road,medium,medium,544.05,US$ 376.84,38647.0
2213,15,934,7/21/17,0,Approved,Norco Bicycles,Standard,low,medium,958.74,US$ 748.90,41345.0
2351,77,2346,7/21/17,False,Approved,Norco Bicycles,Road,medium,large,1240.31,US$ 795.10,34556.0
6891,57,995,7/21/17,True,Approved,WeareA2B,Touring,medium,large,1890.39,US$ 260.14,40670.0
10006,35,2219,7/21/17,False,Approved,Giant Bicycles,Standard,medium,medium,1403.5,US$ 954.82,42688.0
1087,68,2678,7/21/17,True,Approved,OHM Cycles,Standard,medium,medium,1636.9,US$ 44.71,40410.0
15046,42,990,7/21/17,False,Approved,OHM Cycles,Road,medium,small,1810.0,"US$ 1,610.90",34071.0
1954,67,2390,7/21/17,False,Approved,Norco Bicycles,Road,medium,medium,544.05,US$ 376.84,38647.0
12907,12,2297,7/21/17,False,Approved,WeareA2B,Standard,medium,medium,1231.15,US$ 161.60,34586.0
247,57,2410,7/21/17,False,Approved,WeareA2B,Touring,medium,large,1890.39,US$ 260.14,34143.0
13072,9,530,7/21/17,False,Approved,OHM Cycles,Road,medium,medium,742.54,US$ 667.40,33549.0
13599,71,1779,7/22/17,False,Approved,Solex,Standard,high,large,1842.92,"US$ 1,105.75",41434.0
18962,12,1792,7/22/17,False,Approved,WeareA2B,Standard,medium,medium,1231.15,US$ 161.60,38216.0
11164,37,2071,7/22/17,False,Approved,OHM Cycles,Standard,low,medium,1793.43,US$ 248.82,36361.0
1859,4,928,7/22/17,False,Approved,Solex,Standard,medium,medium,1483.2,US$ 99.59,42145.0
13859,25,334,7/22/17,True,Approved,Giant Bicycles,Road,medium,medium,1538.99,US$ 829.65,37337.0
13516,17,1110,7/22/17,True,Approved,WeareA2B,Touring,medium,large,1362.99,US$ 57.74,42560.0
13041,92,740,7/22/17,True,Approved,WeareA2B,Standard,medium,small,1415.01,"US$ 1,259.36",37626.0
17835,43,814,7/22/17,False,Approved,Solex,Standard,medium,medium,1151.96,US$ 649.49,35470.0
13705,7,2485,7/22/17,0,Approved,Trek Bicycles,Road,low,medium,980.37,US$ 234.43,38216.0
15937,73,1838,7/22/17,True,Approved,Solex,Standard,medium,medium,1945.43,US$ 333.18,41922.0
2435,9,1182,7/22/17,True,Approved,OHM Cycles,Road,medium,medium,742.54,US$ 667.40,39298.0
7862,90,2235,7/22/17,True,Approved,Norco Bicycles,Standard,low,medium,363.01,US$ 290.41,38482.0
12591,32,2522,7/22/17,0,Approved,Giant Bicycles,Standard,high,medium,1179.0,US$ 707.40,35667.0
13024,0,507,7/22/17,0,Approved,0,0,0,0,1578.52,0,0.0
614,81,375,7/22/17,True,Approved,Norco Bicycles,Standard,medium,small,586.45,US$ 521.94,36145.0
4683,43,1637,7/22/17,False,Approved,Norco Bicycles,Standard,medium,medium,1555.58,US$ 818.01,37873.0
13546,2,893,7/22/17,False,Approved,Solex,Standard,medium,medium,71.49,US$ 53.62,41245.0
17907,0,265,7/22/17,False,Approved,Giant Bicycles,Standard,medium,large,569.56,US$ 528.43,33364.0
12548,66,2728,7/22/17,False,Approved,Solex,Standard,medium,medium,1163.89,US$ 589.27,42560.0
3497,19,1913,7/22/17,True,Approved,OHM Cycles,Road,high,large,12.01,US$ 7.21,34115.0
15617,30,1823,7/22/17,False,Approved,OHM Cycles,Standard,medium,medium,1227.34,US$ 770.89,34556.0
1961,71,3094,7/22/17,True,Approved,Solex,Standard,high,large,1842.92,"US$ 1,105.75",37873.0
3146,39,3089,7/22/17,True,Approved,Giant Bicycles,Standard,medium,large,1812.75,US$ 582.48,39526.0
10922,96,2157,7/22/17,True,Approved,WeareA2B,Road,low,small,1172.78,"US$ 1,043.77",37539.0
3287,66,3432,7/22/17,True,Approved,Giant Bicycles,Road,low,small,590.26,US$ 525.33,40487.0
9933,25,2339,7/22/17,0,Approved,Giant Bicycles,Road,medium,medium,1538.99,US$ 829.65,33888.0
11027,0,1040,7/22/17,True,Approved,Trek Bicycles,Road,medium,medium,290.62,US$ 215.14,38339.0
2041,18,1735,7/22/17,True,Approved,Solex,Standard,medium,medium,575.27,US$ 431.45,41345.0
18440,29,2068,7/22/17,True,Approved,WeareA2B,Standard,medium,medium,1065.03,US$ 230.09,36833.0
5767,24,1639,7/22/17,False,Approved,Solex,Road,medium,large,1777.8,US$ 820.78,33552.0
19300,16,1515,7/22/17,True,Approved,Norco Bicycles,Standard,high,small,1661.92,"US$ 1,479.11",34586.0
10299,5,1606,7/22/17,False,Approved,Trek Bicycles,Mountain,low,medium,574.64,US$ 459.71,37659.0
19774,37,1381,7/22/17,True,Approved,OHM Cycles,Standard,low,medium,1793.43,US$ 248.82,40618.0
1931,24,2435,7/22/17,False,Approved,Solex,Road,medium,large,1777.8,US$ 820.78,40670.0
9801,68,1439,7/22/17,0,Approved,OHM Cycles,Standard,medium,medium,1636.9,US$ 44.71,40410.0
16638,98,2259,7/22/17,True,Approved,Trek Bicycles,Standard,high,medium,358.39,US$ 215.03,38002.0
1273,93,539,7/22/17,False,Approved,OHM Cycles,Standard,high,medium,1458.17,US$ 874.90,38750.0
9836,66,619,7/22/17,True,Approved,Giant Bicycles,Road,low,small,590.26,US$ 525.33,40487.0
15681,2,1966,7/22/17,True,Approved,Giant Bicycles,Road,low,small,590.26,US$ 525.33,40487.0
16916,42,326,7/22/17,False,Approved,OHM Cycles,Road,medium,small,1810.0,"US$ 1,610.90",39526.0
10931,39,2555,7/22/17,False,Approved,Giant Bicycles,Standard,medium,large,1812.75,US$ 582.48,40336.0
14823,52,1089,7/22/17,True,Approved,OHM Cycles,Road,medium,medium,1280.28,US$ 829.51,37220.0
6562,38,2321,7/22/17,True,Approved,Solex,Standard,medium,medium,1577.53,US$ 826.51,39427.0
6767,7,1787,7/22/17,False,Approved,Giant Bicycles,Standard,medium,small,1311.44,"US$ 1,167.18",35560.0
2738,96,372,7/22/17,False,Approved,WeareA2B,Road,low,small,1172.78,"US$ 1,043.77",42458.0
3844,29,50,7/22/17,True,Approved,Norco Bicycles,Road,medium,medium,543.39,US$ 407.54,39031.0
1193,28,1944,7/22/17,False,Approved,Solex,Road,medium,small,1703.52,"US$ 1,516.13",42560.0
7053,34,1438,7/22/17,True,Approved,Norco Bicycles,Road,high,large,774.53,US$ 464.72,34527.0
18789,26,1007,7/22/17,False,Approved,WeareA2B,Standard,medium,medium,1992.93,US$ 762.63,34115.0
19094,92,2127,7/22/17,False,Approved,WeareA2B,Standard,medium,small,1415.01,"US$ 1,259.36",37626.0
18384,91,2478,7/22/17,False,Approved,Solex,Standard,medium,medium,100.35,US$ 75.26,36367.0
10687,21,2373,7/22/17,False,Approved,WeareA2B,Touring,medium,medium,1466.68,US$ 363.25,38693.0
19884,73,1977,7/22/17,True,Approved,Solex,Standard,medium,medium,1945.43,US$ 333.18,41922.0
14239,69,1963,7/22/17,False,Approved,Giant Bicycles,Road,medium,medium,792.9,US$ 594.68,34996.0
434,4,2659,7/22/17,True,Approved,Solex,Standard,medium,medium,1483.2,US$ 99.59,36146.0
14273,97,3063,7/22/17,True,Approved,Solex,Standard,medium,large,202.62,US$ 151.96,42458.0
3606,0,1614,7/22/17,True,Approved,OHM Cycles,Road,high,large,12.01,US$ 7.21,39880.0
16738,34,2006,7/22/17,False,Approved,WeareA2B,Standard,medium,medium,1231.15,US$ 161.60,40303.0
6904,57,1150,7/22/17,True,Approved,WeareA2B,Touring,medium,large,1890.39,US$ 260.14,40670.0
6454,88,2311,7/22/17,True,Approved,Norco Bicycles,Standard,medium,medium,1198.46,US$ 381.10,36145.0
19083,84,2826,7/23/17,True,Approved,Trek Bicycles,Road,medium,medium,290.62,US$ 215.14,38339.0
1881,3,1503,7/23/17,False,Approved,Trek Bicycles,Standard,medium,large,2091.47,US$ 388.92,37823.0
17128,91,2038,7/23/17,False,Approved,Solex,Standard,medium,medium,100.35,US$ 75.26,42458.0
18967,71,1206,7/23/17,True,Approved,Solex,Standard,high,large,1842.92,"US$ 1,105.75",34996.0
10401,91,2348,7/23/17,True,Approved,Solex,Standard,medium,medium,100.35,US$ 75.26,36367.0
11722,7,2574,7/23/17,True,Approved,Trek Bicycles,Road,low,medium,980.37,US$ 234.43,38258.0
18012,48,3289,7/23/17,True,Approved,WeareA2B,Standard,medium,medium,1762.96,US$ 950.52,42688.0
17496,32,2825,7/23/17,False,Approved,Giant Bicycles,Standard,medium,medium,642.7,US$ 211.37,34527.0
4797,92,1460,7/23/17,True,Approved,WeareA2B,Touring,medium,large,1890.39,US$ 260.14,40670.0
72,22,2430,7/23/17,False,Approved,WeareA2B,Standard,medium,medium,60.34,US$ 45.26,34165.0
15275,87,2901,7/23/17,True,Approved,Giant Bicycles,Standard,high,medium,1179.0,US$ 707.40,34079.0
19113,81,1885,7/23/17,True,Approved,Solex,Standard,medium,medium,1151.96,US$ 649.49,38991.0
9756,4,447,7/23/17,False,Approved,Giant Bicycles,Standard,high,medium,1129.13,US$ 677.48,38216.0
3600,54,2185,7/23/17,True,Approved,WeareA2B,Standard,medium,medium,1292.84,US$ 13.44,39915.0
9759,0,2553,7/23/17,True,Approved,0,0,0,0,1922.94,0,0.0
5943,1,2054,7/23/17,False,Approved,Giant Bicycles,Standard,medium,medium,1403.5,US$ 954.82,38573.0
18106,76,620,7/23/17,False,Approved,WeareA2B,Standard,low,medium,642.31,US$ 513.85,38339.0
2277,5,2072,7/23/17,True,Approved,Trek Bicycles,Mountain,low,medium,574.64,US$ 459.71,40784.0
19434,94,462,7/23/17,True,Approved,Giant Bicycles,Standard,medium,large,1635.3,US$ 993.66,42458.0
9205,14,3061,7/23/17,True,Approved,Trek Bicycles,Standard,medium,small,1386.84,"US$ 1,234.29",40303.0
11513,92,2488,7/23/17,True,Approved,WeareA2B,Standard,medium,small,1415.01,"US$ 1,259.36",37874.0
891,0,2384,7/23/17,True,Approved,OHM Cycles,Standard,high,medium,227.88,US$ 136.73,38258.0
13718,34,1281,7/23/17,False,Approved,Norco Bicycles,Road,high,large,774.53,US$ 464.72,38750.0
9592,52,1656,7/23/17,False,Approved,OHM Cycles,Road,medium,medium,1280.28,US$ 829.51,35707.0
15657,80,1401,7/23/17,False,Approved,Trek Bicycles,Standard,medium,large,1469.44,US$ 596.55,41047.0
9123,62,830,7/23/17,True,Approved,Solex,Standard,medium,medium,478.16,US$ 298.72,34143.0
868,98,3187,7/23/17,False,Approved,Trek Bicycles,Standard,high,medium,358.39,US$ 215.03,38002.0
590,87,1574,7/23/17,False,Approved,Giant Bicycles,Standard,high,medium,1179.0,US$ 707.40,35667.0
2347,83,2301,7/23/17,False,Approved,Solex,Touring,medium,large,2083.94,US$ 675.03,42218.0
6047,91,1925,7/23/17,False,Approved,Solex,Standard,medium,medium,100.35,US$ 75.26,38002.0
2076,94,255,7/23/17,True,Approved,Giant Bicycles,Standard,medium,large,1635.3,US$ 993.66,41434.0
2121,67,2050,7/23/17,False,Approved,Norco Bicycles,Road,medium,medium,544.05,US$ 376.84,40410.0
16090,0,2617,7/23/17,False,Approved,Trek Bicycles,Road,medium,medium,290.62,US$ 215.14,38339.0
16336,99,1648,7/23/17,True,Approved,OHM Cycles,Standard,medium,medium,1227.34,US$ 770.89,34556.0
12859,83,2121,7/23/17,True,Approved,Solex,Touring,medium,large,2083.94,US$ 675.03,36145.0
7822,25,3456,7/23/17,True,Approved,Giant Bicycles,Road,medium,medium,1538.99,US$ 829.65,36334.0
13376,55,450,7/23/17,False,Approved,Trek Bicycles,Road,medium,large,1894.19,US$ 598.76,42295.0
11256,22,2163,7/23/17,False,Approved,WeareA2B,Standard,medium,medium,60.34,US$ 45.26,36334.0
2936,54,1665,7/23/17,True,Approved,WeareA2B,Standard,medium,medium,1292.84,US$ 13.44,39915.0
5679,48,1946,7/23/17,False,Approved,WeareA2B,Standard,medium,medium,1762.96,US$ 950.52,41848.0
19526,48,2675,7/23/17,False,Approved,WeareA2B,Standard,medium,medium,1762.96,US$ 950.52,42688.0
2365,27,620,7/23/17,True,Approved,Trek Bicycles,Standard,medium,medium,499.53,US$ 388.72,37698.0
19148,74,3332,7/23/17,True,Approved,WeareA2B,Standard,medium,medium,1228.07,US$ 400.91,36668.0
12816,0,264,7/23/17,True,Approved,0,0,0,0,1678.51,0,0.0
1716,88,215,7/23/17,True,Approved,Norco Bicycles,Standard,high,small,1661.92,"US$ 1,479.11",35160.0
9941,79,724,7/23/17,False,Approved,Norco Bicycles,Standard,medium,medium,1555.58,US$ 818.01,38693.0
16760,69,3092,7/23/17,False,Approved,Giant Bicycles,Road,medium,medium,792.9,US$ 594.68,33879.0
2544,2,1591,7/23/17,False,Approved,Solex,Standard,medium,medium,71.49,US$ 53.62,33549.0
2370,36,1971,7/23/17,False,Approved,Solex,Standard,low,medium,945.04,US$ 507.58,35052.0
12082,13,34,7/23/17,False,Approved,Solex,Standard,medium,medium,1163.89,US$ 589.27,42560.0
3375,16,1809,7/23/17,True,Approved,Norco Bicycles,Standard,high,small,1661.92,"US$ 1,479.11",35378.0
1894,21,2778,7/23/17,False,Approved,Solex,Standard,medium,large,1071.23,US$ 380.74,35160.0
5144,13,1491,7/23/17,True,Approved,Solex,Standard,medium,medium,1163.89,US$ 589.27,34586.0
9453,0,2764,7/23/17,True,Approved,0,0,0,0,2012.84,0,0.0
7130,17,2257,7/23/17,True,Approved,Solex,Standard,high,medium,1024.66,US$ 614.80,35378.0
13770,79,27,7/23/17,False,Approved,Norco Bicycles,Standard,medium,medium,1555.58,US$ 818.01,35455.0
11800,30,1125,7/23/17,True,Approved,Solex,Standard,high,medium,748.17,US$ 448.90,33552.0
19404,2,745,7/23/17,True,Approved,Solex,Standard,medium,medium,71.49,US$ 53.62,40649.0
5190,97,986,7/23/17,True,Approved,Solex,Standard,medium,large,202.62,US$ 151.96,34556.0
12241,91,12,7/23/17,False,Approved,Solex,Standard,medium,medium,100.35,US$ 75.26,36367.0
16719,98,730,7/23/17,False,Approved,Trek Bicycles,Standard,high,medium,358.39,US$ 215.03,38002.0
8371,5,2424,7/23/17,True,Approved,Trek Bicycles,Mountain,low,medium,574.64,US$ 459.71,41701.0
8554,44,882,7/23/17,True,Approved,WeareA2B,Standard,medium,medium,1769.64,US$ 108.76,41009.0
15513,0,3014,7/23/17,False,Approved,WeareA2B,Standard,medium,medium,60.34,US$ 45.26,34165.0
485,25,2729,7/24/17,True,Approved,Giant Bicycles,Road,medium,medium,1538.99,US$ 829.65,38339.0
8787,4,3268,7/24/17,False,Approved,Giant Bicycles,Standard,high,medium,1129.13,US$ 677.48,37698.0
11981,5,3311,7/24/17,False,Approved,Trek Bicycles,Mountain,low,medium,574.64,US$ 459.71,37659.0
13136,84,3420,7/24/17,False,Approved,Trek Bicycles,Road,medium,medium,290.62,US$ 215.14,38339.0
10330,23,310,7/24/17,True,Approved,Norco Bicycles,Mountain,low,small,688.63,US$ 612.88,40670.0
14289,89,138,7/24/17,True,Approved,WeareA2B,Touring,medium,large,1362.99,US$ 57.74,41434.0
15963,10,409,7/24/17,False,Approved,WeareA2B,Touring,medium,medium,1466.68,US$ 363.25,39298.0
1780,84,2287,7/24/17,True,Approved,Giant Bicycles,Road,medium,medium,792.9,US$ 594.68,33879.0
3301,94,1032,7/24/17,True,Approved,Giant Bicycles,Standard,medium,large,1635.3,US$ 993.66,38002.0
19798,36,2514,7/24/17,False,Approved,Solex,Standard,low,medium,1289.85,US$ 74.51,38991.0
4899,66,50,7/24/17,False,Approved,Giant Bicycles,Road,low,small,590.26,US$ 525.33,37499.0
18321,11,2912,7/24/17,True,Approved,Trek Bicycles,Standard,medium,small,1775.81,"US$ 1,580.47",40303.0
4121,29,1515,7/24/17,True,Approved,Norco Bicycles,Road,medium,medium,543.39,US$ 407.54,42696.0
17720,30,1968,7/24/17,True,Approved,Solex,Standard,high,medium,748.17,US$ 448.90,33552.0
2569,22,3357,7/24/17,False,Approved,WeareA2B,Standard,medium,medium,60.34,US$ 45.26,34165.0
4076,21,141,7/24/17,True,Approved,WeareA2B,Touring,medium,medium,1466.68,US$ 363.25,35378.0
10567,82,161,7/24/17,False,Approved,Norco Bicycles,Standard,high,medium,1148.64,US$ 689.18,42226.0
15473,41,3494,7/24/17,False,Approved,Norco Bicycles,Standard,low,medium,958.74,US$ 748.90,38693.0
14773,36,2506,7/24/17,True,Approved,Solex,Standard,low,medium,945.04,US$ 507.58,35052.0
8006,83,665,7/24/17,False,Approved,Solex,Touring,medium,large,2083.94,US$ 675.03,41533.0
19547,9,2664,7/24/17,False,Approved,OHM Cycles,Road,medium,medium,742.54,US$ 667.40,33549.0
1161,57,2385,7/24/17,True,Approved,WeareA2B,Touring,medium,large,1890.39,US$ 260.14,33259.0
9782,30,2459,7/24/17,False,Approved,OHM Cycles,Standard,medium,medium,1227.34,US$ 770.89,34556.0
9057,21,761,7/24/17,True,Approved,Solex,Standard,medium,large,1071.23,US$ 380.74,35052.0
7152,60,334,7/24/17,True,Approved,Giant Bicycles,Standard,high,small,1977.36,"US$ 1,759.85",36146.0
8689,83,1773,7/24/17,True,Approved,Solex,Touring,medium,large,2083.94,US$ 675.03,34079.0
7502,2,2351,7/24/17,True,Approved,Solex,Standard,medium,medium,71.49,US$ 53.62,41245.0
12936,96,1640,7/24/17,True,Approved,Giant Bicycles,Standard,medium,large,1635.3,US$ 993.66,34556.0
3700,46,3173,7/24/17,False,Approved,Solex,Standard,low,medium,1289.85,US$ 74.51,35470.0
9373,43,2688,7/24/17,False,Approved,Solex,Standard,medium,medium,1151.96,US$ 649.49,36498.0
12700,35,1152,7/24/17,False,Approved,Trek Bicycles,Standard,low,medium,1057.51,US$ 154.40,39526.0
2681,0,2068,7/24/17,False,Approved,Trek Bicycles,Standard,medium,medium,499.53,US$ 388.72,36334.0
813,0,928,7/24/17,False,Approved,Trek Bicycles,Road,medium,medium,290.62,US$ 215.14,35667.0
1695,11,2273,7/24/17,True,Approved,Giant Bicycles,Standard,high,medium,1274.93,US$ 764.96,42560.0
3972,7,2742,7/24/17,False,Approved,Giant Bicycles,Standard,medium,small,1311.44,"US$ 1,167.18",35560.0
2421,23,3308,7/24/17,False,Approved,Norco Bicycles,Mountain,low,small,688.63,US$ 612.88,34244.0
12600,13,1410,7/24/17,True,Approved,Solex,Standard,medium,medium,1577.53,US$ 826.51,33259.0
186,1,1005,7/24/17,True,Approved,Giant Bicycles,Touring,medium,large,1873.97,US$ 863.95,37873.0
1888,92,586,7/24/17,True,Approved,WeareA2B,Standard,medium,small,1415.01,"US$ 1,259.36",37626.0
17362,0,2974,7/24/17,True,Approved,Solex,Standard,medium,medium,478.16,US$ 298.72,34143.0
14065,27,594,7/24/17,False,Approved,Trek Bicycles,Standard,medium,medium,499.53,US$ 388.72,36334.0
5765,50,2202,7/24/17,True,Cancelled,WeareA2B,Standard,medium,small,175.89,US$ 131.92,35707.0
15774,86,1896,7/24/17,True,Approved,Norco Bicycles,Road,high,large,774.53,US$ 464.72,41064.0
399,0,552,7/24/17,True,Approved,Solex,Standard,medium,medium,71.49,US$ 53.62,37659.0
17116,89,2468,7/24/17,False,Approved,Giant Bicycles,Standard,medium,large,1812.75,US$ 582.48,40336.0
3065,72,188,7/24/17,False,Approved,OHM Cycles,Standard,medium,medium,912.52,US$ 141.40,36146.0
871,68,1970,7/24/17,False,Approved,OHM Cycles,Standard,medium,medium,1636.9,US$ 44.71,40410.0
17932,43,2733,7/24/17,False,Approved,Solex,Standard,medium,medium,1151.96,US$ 649.49,35470.0
1794,72,2481,7/25/17,False,Approved,Norco Bicycles,Standard,medium,medium,360.4,US$ 270.30,38859.0
17282,0,1290,7/25/17,False,Approved,Trek Bicycles,Road,medium,medium,533.51,US$ 400.13,37668.0
5693,90,1994,7/25/17,False,Approved,Solex,Standard,low,medium,945.04,US$ 507.58,35052.0
91,73,2984,7/25/17,True,Approved,Solex,Standard,medium,medium,1945.43,US$ 333.18,36668.0
17717,3,2723,7/25/17,False,Approved,Trek Bicycles,Standard,medium,large,2091.47,US$ 388.92,38573.0
9301,89,730,7/25/17,True,Approved,WeareA2B,Touring,medium,large,1362.99,US$ 57.74,34079.0
5153,10,138,7/25/17,False,Approved,WeareA2B,Touring,medium,medium,1466.68,US$ 363.25,35378.0
15712,70,137,7/25/17,False,Approved,Norco Bicycles,Road,medium,medium,1036.59,US$ 206.35,33364.0
5034,0,1839,7/25/17,False,Approved,Norco Bicycles,Road,medium,medium,544.05,US$ 376.84,36668.0
5802,60,3071,7/25/17,True,Approved,Giant Bicycles,Standard,high,small,1977.36,"US$ 1,759.85",40487.0
2906,21,1656,7/25/17,False,Approved,Solex,Standard,medium,large,1071.23,US$ 380.74,42404.0
7904,19,180,7/25/17,False,Approved,OHM Cycles,Road,high,large,12.01,US$ 7.21,39880.0
8180,53,1797,7/25/17,False,Approved,OHM Cycles,Standard,medium,medium,795.34,US$ 101.58,35470.0
18666,23,46,7/25/17,False,Approved,Norco Bicycles,Mountain,low,small,688.63,US$ 612.88,42696.0
5052,45,27,7/25/17,False,Approved,Solex,Standard,medium,medium,441.49,US$ 84.99,38991.0
7015,0,1238,7/25/17,False,Approved,0,0,0,0,240.72,0,0.0
13288,57,1272,7/25/17,False,Approved,WeareA2B,Touring,medium,large,1890.39,US$ 260.14,33259.0
1027,80,2349,7/25/17,False,Approved,Trek Bicycles,Standard,medium,large,1469.44,US$ 596.55,41047.0
15766,69,863,7/25/17,True,Approved,Giant Bicycles,Road,medium,medium,792.9,US$ 594.68,33879.0
5027,83,3498,7/25/17,True,Approved,Solex,Touring,medium,large,2083.94,US$ 675.03,41533.0
4994,76,1118,7/25/17,True,Approved,WeareA2B,Standard,low,medium,642.31,US$ 513.85,35455.0
11984,21,1223,7/25/17,0,Approved,Solex,Standard,medium,large,1071.23,US$ 380.74,40670.0
1185,96,198,7/25/17,False,Approved,WeareA2B,Road,low,small,1172.78,"US$ 1,043.77",37539.0
13938,20,1887,7/25/17,True,Approved,Trek Bicycles,Standard,medium,small,1775.81,"US$ 1,580.47",42404.0
4304,76,715,7/25/17,True,Approved,WeareA2B,Standard,low,medium,642.31,US$ 513.85,41922.0
17004,78,1809,7/25/17,False,Approved,Giant Bicycles,Standard,medium,large,1765.3,US$ 709.48,42226.0
11965,57,399,7/25/17,True,Approved,WeareA2B,Touring,medium,large,1890.39,US$ 260.14,41047.0
2376,13,2879,7/25/17,True,Approved,Solex,Standard,medium,medium,1163.89,US$ 589.27,37838.0
18499,58,1648,7/25/17,True,Approved,OHM Cycles,Standard,medium,medium,912.52,US$ 141.40,42295.0
5746,64,484,7/25/17,False,Approved,Trek Bicycles,Standard,medium,large,1469.44,US$ 596.55,41047.0
17385,91,796,7/25/17,False,Approved,Solex,Standard,medium,medium,100.35,US$ 75.26,36367.0
12847,94,1112,7/25/17,False,Approved,Giant Bicycles,Standard,medium,large,1635.3,US$ 993.66,42458.0
17043,9,2513,7/25/17,False,Approved,OHM Cycles,Road,medium,medium,742.54,US$ 667.40,33549.0
3932,57,3134,7/25/17,False,Approved,WeareA2B,Touring,medium,large,1890.39,US$ 260.14,33259.0
13154,62,233,7/25/17,False,Approved,Solex,Standard,medium,medium,478.16,US$ 298.72,34143.0
15230,4,1441,7/25/17,False,Approved,Giant Bicycles,Standard,high,medium,1129.13,US$ 677.48,38573.0
11767,63,152,7/25/17,True,Approved,Solex,Standard,medium,medium,1483.2,US$ 99.59,36146.0
16290,93,3033,7/25/17,True,Approved,OHM Cycles,Standard,high,medium,1458.17,US$ 874.90,38750.0
500,28,2810,7/25/17,True,Approved,Norco Bicycles,Standard,medium,small,1216.14,"US$ 1,082.36",35052.0
19137,61,1478,7/25/17,True,Approved,Norco Bicycles,Standard,medium,small,586.45,US$ 521.94,33429.0
10841,77,1858,7/25/17,True,Approved,WeareA2B,Standard,medium,medium,1769.64,US$ 108.76,38991.0
10804,60,2913,7/25/17,True,Approved,Giant Bicycles,Standard,high,small,1977.36,"US$ 1,759.85",38647.0
17358,13,2213,7/25/17,False,Approved,Solex,Standard,medium,medium,1163.89,US$ 589.27,42560.0
10755,95,2711,7/25/17,False,Approved,Giant Bicycles,Standard,medium,large,569.56,US$ 528.43,37874.0
7177,61,2910,7/25/17,True,Approved,OHM Cycles,Standard,low,medium,71.16,US$ 56.93,34143.0
9779,21,1769,7/25/17,False,Approved,Solex,Standard,medium,large,1071.23,US$ 380.74,34165.0
1752,0,925,7/25/17,False,Approved,0,0,0,0,149.3,0,0.0
5930,53,490,7/25/17,False,Approved,OHM Cycles,Standard,medium,medium,795.34,US$ 101.58,35470.0
873,73,2054,7/25/17,True,Approved,Solex,Standard,medium,medium,1945.43,US$ 333.18,40553.0
177,56,3226,7/25/17,True,Approved,OHM Cycles,Standard,medium,medium,183.86,US$ 137.90,35707.0
8580,26,587,7/25/17,False,Approved,WeareA2B,Standard,medium,medium,1992.93,US$ 762.63,33888.0
3638,81,1037,7/25/17,False,Approved,Norco Bicycles,Standard,medium,small,586.45,US$ 521.94,33429.0
7217,18,3387,7/25/17,True,Approved,Solex,Standard,medium,medium,575.27,US$ 431.45,35667.0
18061,98,1309,7/25/17,True,Approved,Trek Bicycles,Standard,high,medium,358.39,US$ 215.03,38002.0
17822,0,1480,7/25/17,True,Approved,Solex,Standard,medium,medium,478.16,US$ 298.72,40487.0
8243,43,2901,7/25/17,False,Approved,Solex,Standard,medium,medium,1151.96,US$ 649.49,36498.0
1613,29,635,7/25/17,False,Approved,Norco Bicycles,Road,medium,medium,543.39,US$ 407.54,39031.0
5244,32,499,7/25/17,True,Approved,Giant Bicycles,Standard,medium,medium,642.7,US$ 211.37,37337.0
19768,0,2578,7/25/17,False,Approved,Giant Bicycles,Standard,medium,medium,230.91,US$ 173.18,39031.0
9659,98,2373,7/25/17,False,Approved,OHM Cycles,Standard,medium,medium,795.34,US$ 101.58,42172.0
13986,88,841,7/26/17,False,Approved,Norco Bicycles,Standard,medium,medium,1198.46,US$ 381.10,38216.0
3140,10,47,7/26/17,True,Approved,WeareA2B,Touring,medium,medium,1466.68,US$ 363.25,41701.0
5749,87,83,7/26/17,True,Approved,Giant Bicycles,Standard,high,medium,1179.0,US$ 707.40,37626.0
10039,17,3344,7/26/17,False,Approved,Solex,Standard,high,medium,1024.66,US$ 614.80,40670.0
12144,16,2655,7/26/17,False,Approved,Norco Bicycles,Standard,high,small,1661.92,"US$ 1,479.11",34586.0
7876,35,1340,7/26/17,True,Approved,Giant Bicycles,Standard,medium,medium,1403.5,US$ 954.82,42688.0
9949,86,1959,7/26/17,True,Approved,OHM Cycles,Standard,medium,medium,235.63,US$ 125.07,36367.0
1949,69,2936,7/26/17,False,Approved,Giant Bicycles,Road,medium,medium,792.9,US$ 594.68,37698.0
10151,70,737,7/26/17,True,Approved,Trek Bicycles,Standard,high,medium,495.72,US$ 297.43,42105.0
9395,38,111,7/26/17,True,Approved,Solex,Standard,medium,medium,1577.53,US$ 826.51,40618.0
661,41,2072,7/26/17,False,Approved,Solex,Road,medium,medium,416.98,US$ 312.74,36498.0
4212,21,40,7/26/17,True,Approved,Solex,Standard,medium,large,1071.23,US$ 380.74,35160.0
5344,97,644,7/26/17,False,Approved,Solex,Standard,medium,large,202.62,US$ 151.96,42458.0
14361,17,2173,7/26/17,False,Approved,Solex,Standard,high,medium,1024.66,US$ 614.80,39880.0
